ID,qrCode,location,year,TP1PRCPT,TP2PRCPT,TP3PRCPT,TP4PRCPT,TP5PRCPT,TP6PRCPT,CECPH7,CLAY,ECEC,NITKJD,ORGC,PHAQ,SAND,SILT,TCEQ,TOTC,WG0006,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre,Red_mean_TP1,Red_median_TP1,Red_sum_TP1,Green_mean_TP1,Green_median_TP1,Green_sum_TP1,Blue_mean_TP1,Blue_median_TP1,Blue_sum_TP1,GLI_mean_TP1,NGRDI_mean_TP1,NDVI_mean_TP1,GNDVI_mean_TP1,SAVI_mean_TP1,NDRE_mean_TP1,RedEdge_mean_TP1,RedEdge_median_TP1,RedEdge_sum_TP1,DeepBlue_mean_TP1,DeepBlue_median_TP1,DeepBlue_sum_TP1,Nir_mean_TP1,Nir_median_TP1,Nir_sum_TP1,Red_mean_TP2,Red_median_TP2,Red_sum_TP2,Green_mean_TP2,Green_median_TP2,Green_sum_TP2,Blue_mean_TP2,Blue_median_TP2,Blue_sum_TP2,GLI_mean_TP2,NGRDI_mean_TP2,NDVI_mean_TP2,GNDVI_mean_TP2,SAVI_mean_TP2,NDRE_mean_TP2,RedEdge_mean_TP2,RedEdge_median_TP2,RedEdge_sum_TP2,DeepBlue_mean_TP2,DeepBlue_median_TP2,DeepBlue_sum_TP2,Nir_mean_TP2,Nir_median_TP2,Nir_sum_TP2,Red_mean_TP3,Red_median_TP3,Red_sum_TP3,Green_mean_TP3,Green_median_TP3,Green_sum_TP3,Blue_mean_TP3,Blue_median_TP3,Blue_sum_TP3,GLI_mean_TP3,NGRDI_mean_TP3,NDVI_mean_TP3,GNDVI_mean_TP3,SAVI_mean_TP3,NDRE_mean_TP3,RedEdge_mean_TP3,RedEdge_median_TP3,RedEdge_sum_TP3,DeepBlue_mean_TP3,DeepBlue_median_TP3,DeepBlue_sum_TP3,Nir_mean_TP3,Nir_median_TP3,Nir_sum_TP3,Red_mean_TP4,Red_median_TP4,Red_sum_TP4,Green_mean_TP4,Green_median_TP4,Green_sum_TP4,Blue_mean_TP4,Blue_median_TP4,Blue_sum_TP4,GLI_mean_TP4,NGRDI_mean_TP4,NDVI_mean_TP4,GNDVI_mean_TP4,SAVI_mean_TP4,NDRE_mean_TP4,RedEdge_mean_TP4,RedEdge_median_TP4,RedEdge_sum_TP4,DeepBlue_mean_TP4,DeepBlue_median_TP4,DeepBlue_sum_TP4,Nir_mean_TP4,Nir_median_TP4,Nir_sum_TP4,Red_mean_TP5,Red_median_TP5,Red_sum_TP5,Green_mean_TP5,Green_median_TP5,Green_sum_TP5,Blue_mean_TP5,Blue_median_TP5,Blue_sum_TP5,GLI_mean_TP5,NGRDI_mean_TP5,NDVI_mean_TP5,GNDVI_mean_TP5,SAVI_mean_TP5,NDRE_mean_TP5,RedEdge_mean_TP5,RedEdge_median_TP5,RedEdge_sum_TP5,DeepBlue_mean_TP5,DeepBlue_median_TP5,DeepBlue_sum_TP5,Nir_mean_TP5,Nir_median_TP5,Nir_sum_TP5,Red_mean_TP6,Red_median_TP6,Red_sum_TP6,Green_mean_TP6,Green_median_TP6,Green_sum_TP6,Blue_mean_TP6,Blue_median_TP6,Blue_sum_TP6,GLI_mean_TP6,NGRDI_mean_TP6,NDVI_mean_TP6,GNDVI_mean_TP6,SAVI_mean_TP6,NDRE_mean_TP6,RedEdge_mean_TP6,RedEdge_median_TP6,RedEdge_sum_TP6,DeepBlue_mean_TP6,DeepBlue_median_TP6,DeepBlue_sum_TP6,Nir_mean_TP6,Nir_median_TP6,Nir_sum_TP6
235,23-A-1746230,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,61,20,1746230,PHP02 X PHK56,5/19/2023,NA,NA,NA,NA,411.9393939,414,81564,624.8636364,632.5,123723,455.1616162,458,90122,0.18928968,-0.223646175,0.836719781,0.759852526,1.254951161,0.35059071,2189.868687,2235.5,433594,517.4343434,520,102452,4567.005051,4685.5,904267,370.0353535,388.5,73267,523.0707071,540,103568,387.8282828,394,76790,0.185125552,-0.226928748,0.843114489,0.779417228,1.264525314,0.393460714,1799.005051,1856,356203,459.6767677,469,91016,4132.686869,4223.5,818272,590.4949495,590,116918,763.5353535,767.5,151180,616.5858586,619.5,122084,0.120445052,-0.136598613,0.745719773,0.680219119,1.118455521,0.326338095,2029.914141,2059,401923,700.6363636,701.5,138726,3997.282828,4042.5,791462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,23-A-1746232,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,57,18,1746232,LH74 X PHN82,5/19/2023,NA,NA,NA,NA,394.715,405.5,78943,627.575,636,125515,445.555,454,89111,0.205753484,-0.244809408,0.850476156,0.770154784,1.27559042,0.36425422,2240.91,2262,448182,518.22,524.5,103644,4813.575,4872.5,962715,354.775,352,70955,511.885,510.5,102377,387.365,384,77473,0.174049456,-0.212185425,0.849200891,0.785728284,1.273659037,0.398205846,1814.7,1818,362940,434.73,435,86946,4215.085,4229,843017,552.745,543,110549,730.88,731.5,146176,587.615,577,117523,0.127051349,-0.148419474,0.764081594,0.696586362,1.145996049,0.331408548,2041.945,2060,408389,696.46,691,139292,4067.815,4081,813563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,23-A-1746233,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,61,13,1746233,B73 X PHN82,5/19/2023,NA,NA,NA,NA,388.2432432,387,71825,589.8378378,592,109120,428.4918919,428,79271,0.188214443,-0.220766585,0.84801664,0.776035799,1.271897612,0.360512199,2191.421622,2217,405413,513.6108108,516,95018,4669.848649,4726,863922,314.8756757,322,58252,452.7837838,461,83765,356.9567568,364,66037,0.167769766,-0.224148393,0.860044941,0.800634707,1.289914116,0.414613248,1664.264865,1715,307889,430.1567568,435,79579,4023.302703,4099,744311,510.827027,521,94503,684.5783784,694,126647,565.6648649,567,104648,0.122745322,-0.154703875,0.776316185,0.708400868,1.164342729,0.352011086,1917.108108,1950,354665,658.8432432,661,121886,4004.897297,4093,740906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,23-A-1746234,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,59,8,1746234,PHB47 X PHK56,5/19/2023,NA,NA,NA,NA,429.8284314,435,87685,678.7892157,686,138473,456.4754902,464,93121,0.216224523,-0.236135766,0.839158449,0.755895352,1.258617953,0.333011631,2435.514706,2455,496845,543.6470588,549,110904,4874.862745,4943.5,994472,369.8627451,362,75452,549.5784314,560,112114,384.4460784,380.5,78427,0.213149428,-0.249745599,0.846430045,0.773538666,1.26950052,0.367450412,1946.215686,1981,397028,450.5098039,453.5,91904,4215.367647,4312,859935,623.0343137,642.5,127099,808.754902,825,164986,604.0980392,614.5,123236,0.140772012,-0.138557092,0.717414703,0.644567712,1.075995443,0.270598544,2137.357843,2169.5,436021,683.4607843,687,139426,3725.833333,3809.5,760070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,23-A-1746238,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,59,22,1746238,F42 X MO17,5/19/2023,NA,NA,NA,NA,363.845,363,72769,581.505,585.5,116301,417.88,419,83576,0.204480588,-0.248639775,0.858617529,0.780795314,1.28779774,0.370276436,2158.75,2180,431750,501.57,501.5,100314,4703.415,4793.5,940683,310.635,313,62127,456.425,459.5,91285,352.8,355,70560,0.173821965,-0.228049281,0.856399717,0.791539502,1.284442026,0.412534276,1607.66,1622,321532,414.295,417.5,82859,3869.195,3923,773839,534.85,549,106970,675.945,685,135189,578.92,585,115784,0.098969584,-0.12393883,0.755885591,0.698588341,1.13369516,0.336674805,1884.26,1904,376852,676.56,682,135312,3801.455,3851,760291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,23-A-1746240,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,57,22,1746240,LH123HT X 3IIH6,5/19/2023,NA,NA,NA,NA,385.1142857,388.5,80874,624.7095238,631,131189,430.3238095,432,90368,0.216882422,-0.250733986,0.855247718,0.773677934,1.282748806,0.357874395,2306.519048,2331.5,484369,517.2380952,519,108620,4883.309524,4934,1025495,350.0238095,365.5,73505,497.7190476,511,104521,367.7380952,379,77225,0.18955532,-0.23310976,0.852237548,0.790856069,1.278207906,0.394043701,1805.171429,1847.5,379086,426.2761905,438,89518,4154.185714,4257,872379,554.0857143,565.5,116358,712.4142857,717,149607,581.452381,588,122105,0.118080161,-0.140252444,0.757037092,0.693238016,1.135423931,0.325277859,1991.871429,2033.5,418293,675.5952381,682,141875,3917.357143,4021.5,822645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,23-A-1746244,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,61,6,1746244,2369 X PHZ51,5/19/2023,NA,NA,NA,NA,432.3,432.5,77814,664.5888889,670,119626,456.5111111,455.5,82172,0.204126059,-0.222472348,0.829949066,0.748435011,1.24479904,0.327286698,2332.955556,2344.5,419932,548.8944444,549.5,98801,4607.688889,4635.5,829384,375.0055556,392.5,67501,566.8166667,593,102027,392.6666667,409.5,70680,0.215758829,-0.25118352,0.842177769,0.76477049,1.263123424,0.360979207,1962.022222,1986.5,353164,452.1944444,461,81395,4183.6,4264.5,753048,613.6333333,630.5,110454,815.9944444,830,146879,619.6777778,632.5,111542,0.143948905,-0.153563285,0.744786242,0.670417202,1.117058293,0.291742454,2256.888889,2312,406240,696.8277778,699,125429,4118.044444,4197.5,741248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,23-A-1746245,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,57,11,1746245,B73 X 3IIH6,5/19/2023,NA,NA,NA,NA,368.33,379,73666,598.67,602,119734,433.225,439.5,86645,0.20535143,-0.254415059,0.865753717,0.788455029,1.298509304,0.375416913,2287.195,2300.5,457439,523.6,527,104720,5042.27,5097.5,1008454,300.395,306,60079,446.365,452.5,89273,341.48,349.5,68296,0.185368291,-0.244619392,0.868457213,0.806053547,1.302532724,0.419165175,1670.29,1690,334058,415.405,422,83081,4085.675,4180,817135,521.69,536.5,104338,689.035,700.5,137807,574.13,585,114826,0.116950257,-0.146999747,0.771610542,0.706368842,1.15728513,0.347401227,1933.145,1978.5,386629,660.2,666.5,132040,3992.045,4074,798409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,23-A-1746247,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,59,9,1746247,WF9 X H95,5/19/2023,NA,NA,NA,NA,435.2227723,452.5,87915,691.3465347,708,139652,459.519802,468,92823,0.229726079,-0.255915588,0.849022911,0.766635166,1.273419008,0.344744387,2526.554455,2553.5,510364,540.3514851,550,109151,5192.707921,5244.5,1048927,408.6039604,405.5,82538,584.4059406,591.5,118050,409.7029703,411.5,82760,0.215746043,-0.251171611,0.832422468,0.759097426,1.248487104,0.358785911,1944.435644,1942.5,392776,449.6534653,453.5,90830,4132.544554,4139.5,834774,620.2475248,617.5,125290,794.3217822,793,160453,621.3910891,620.5,125521,0.128589757,-0.137743668,0.726228715,0.65677997,1.089215709,0.285844423,2114.945545,2135.5,427219,695.4356436,696,140478,3819.876238,3832,771615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,23-A-1746248,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,61,7,1746248,B37 X OH43,5/19/2023,NA,NA,NA,NA,443.4391534,448,83810,704.994709,714,133244,467.8518519,470,88424,0.221384374,-0.239962829,0.830514576,0.741667683,1.245650342,0.313409238,2473.798942,2504,467548,545.5820106,553,103115,4739.015873,4818,895674,401.6560847,411,75913,578.4973545,600,109336,394.3544974,403,74533,0.208657454,-0.225263606,0.824749647,0.750996618,1.23697889,0.354273333,1904.021164,1926,359860,450.9153439,455,85223,3993.275132,4047,754729,616.1587302,629,116454,817.7883598,830,154562,610.6984127,615,115422,0.146845789,-0.150655298,0.734645074,0.658988909,1.101844791,0.280561811,2225.825397,2260,420681,675.5396825,678,127677,3963.021164,4051,749011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,23-A-1746250,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,55,19,1746250,SYNGENTA NK0659-3120-EZ1,5/19/2023,NA,NA,NA,NA,467.3738739,468.5,103757,663.8918919,663.5,147384,478.1171171,479.5,106142,0.175663715,-0.189013106,0.80908569,0.738178649,1.213503087,0.331237513,2212.18018,2221.5,491104,551.3378378,549.5,122397,4415.774775,4431,980302,349.2072072,353,77524,503.7252252,511.5,111827,374.8468468,378,83216,0.187082886,-0.231419536,0.843683344,0.777656444,1.265374487,0.390204339,1740.355856,1767,386359,434.7162162,440.5,96507,3972.869369,4017,881977,607.7027027,598,134910,757.8108108,755.5,168234,611.2882883,606.5,135706,0.113467363,-0.124331443,0.72713983,0.667983699,1.090583334,0.30553594,2018.283784,2049,448059,691.963964,691,153616,3799.761261,3859,843547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-A-1746253,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,5,55,12,1746253,HOEGEMEYER 7089 AMXT,5/19/2023,NA,NA,NA,NA,417.5627907,407,89776,619.2,614,133128,443.1534884,439,95278,0.187831956,-0.210602268,0.826832845,0.751940812,1.240118582,0.350912132,2097.781395,2116,451023,524.055814,528,112672,4379.539535,4432,941601,342.0046512,330,73531,490.9069767,488,105545,371.6325581,365,79901,0.174387377,-0.214678851,0.848789554,0.786742245,1.273037997,0.401073055,1742.823256,1760,374707,432.027907,425,92886,4083.534884,4140,877960,586.0465116,571,126000,741.3162791,738,159383,606.0511628,605,130301,0.114518475,-0.132382637,0.737043494,0.676293592,1.10543843,0.318950556,1980.013953,2010,425703,696.4837209,699,149744,3847.446512,3922,827201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,23-A-1746255,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,6,59,34,1746255,LH185 X LH145,5/19/2023,NA,NA,NA,NA,400.1767956,422,72432,627.0441989,637,113495,440.4309392,452,79718,0.210511721,-0.249523543,0.847671677,0.76695253,1.271380568,0.346288853,2287.828729,2332,414097,517.9005525,528,93740,4720.309392,4819,854376,353.6077348,386,64003,532.2265193,563,96333,384.2320442,400,69546,0.204480833,-0.256962347,0.845511948,0.769903353,1.268118152,0.377483413,1818.149171,1871,329085,450.1104972,463,81470,4024.723757,4132,728475,699.1049724,697,126538,753.7955801,753,136437,616.3314917,617,111556,0.071502695,-0.046047572,0.628091306,0.601432065,0.942006678,0.260534129,1766.116022,1760,319667,684.6574586,683,123923,3019.696133,2986,546565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,23-A-1746258,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,6,61,29,1746258,LH198 X PHB47,5/19/2023,NA,NA,NA,NA,391.1196172,392,81744,633.6794258,633,132439,440.3349282,440,92030,0.215787921,-0.254393358,0.855342367,0.77324293,1.282891571,0.360528978,2317.440191,2355,484345,524.4593301,528,109612,4934.909091,5020,1031396,333.3157895,345,69663,482.1770335,499,100775,362.4210526,375,75746,0.181524431,-0.224768306,0.85398475,0.791432348,1.280827775,0.411601784,1697.043062,1735,354682,427.7751196,439,89405,4069.248804,4146,850473,542.2727273,547,113335,711.4832536,717,148700,581.2535885,580,121482,0.119650093,-0.141533,0.76175168,0.69656767,1.142499162,0.339007203,1957.200957,1971,409055,674.5837321,675,140988,3967.880383,3979,829287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,23-A-1746259,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,6,61,45,1746259,LH82 X W606S,5/19/2023,NA,NA,NA,NA,317.9100529,324,60085,552.989418,557,104515,378.0793651,385,71457,0.237760609,-0.291033946,0.875488036,0.7905384,1.313100139,0.374834379,2137.396825,2135,403968,467.2962963,470,88319,4703.746032,4701,889008,292.2751323,298,55240,441.3439153,448,83414,325.8941799,331,61594,0.201177045,-0.251393066,0.873820233,0.811258647,1.310579888,0.431829241,1652.365079,1684,312297,396.6719577,403,74971,4168.079365,4200,787767,592.1534392,606,111917,735.8306878,747,139072,595.973545,604,112639,0.109911302,-0.11786518,0.729661106,0.672151269,1.094362997,0.315603533,1942.47619,1958,367128,671.015873,677,126822,3737.031746,3763,706299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,23-A-1746260,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,6,57,24,1746260,PHB47 X PHJ89,5/19/2023,NA,NA,NA,NA,405.43,411,81086,653.975,660.5,130795,456.075,458,91215,0.211281123,-0.246627102,0.851497049,0.769079234,1.277125993,0.350995839,2398.005,2443,479601,531.675,532.5,106335,4997.555,5068,999511,350.71,361.5,70142,521.635,536.5,104327,376.08,385.5,75216,0.197489165,-0.232977207,0.845845917,0.7743174,1.268619405,0.376301984,1827.64,1896.5,365528,434.045,441,86809,4035.31,4164,807062,607.085,609,121417,779.885,785,155977,605.46,614,121092,0.128408496,-0.132749276,0.723153742,0.654875989,1.084602199,0.284895853,2074.16,2099,414832,681.795,687,136359,3736.525,3780,747305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,23-A-1746261,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,High,225,2335,17.5,6,61,38,1746261,PHN46 X PHK56,5/19/2023,NA,NA,NA,NA,378.4255319,374,71144,603.8191489,601,113518,424.6329787,422,79831,0.208112286,-0.243284174,0.83988158,0.753934957,1.259686283,0.340155471,2109.526596,2101.5,396591,512.5319149,510.5,96356,4288.617021,4270,806260,338.6968085,350,63675,488.3617021,494.5,91812,360.8404255,369.5,67838,0.195015148,-0.236925702,0.844011889,0.7762297,1.265858021,0.392767158,1651.62234,1689,310505,426.462766,434,80175,3796.356383,3902.5,713715,511.2712766,511.5,96119,689.7021277,694.5,129664,569.1010638,568.5,106991,0.125836817,-0.161240838,0.76299557,0.689470382,1.144354871,0.330327626,1880.760638,1912,353583,654.7180851,651.5,123087,3748.095745,3822.5,704642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
